"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "Species1pVal" "Species2pval" "MaxpVal"
"OG0002547" "Nor" "PICAB_chr07_M00002039475" "Scots" "Pinsyl_asmbl_15331.p1.p1" " 1.57e-22" " 9.27e-22" " 9.27e-22"
"OG0010786" "Nor" "PICAB_chr03_M00000808638" "Scots" "Pinsyl_asmbl_27073.p1.p1" " 2.27e-22" " 9.64e-22" " 9.64e-22"
"OG0001125" "Nor" "PICAB_chr11_M00003085232" "Scots" "Pinsyl_asmbl_116950.p1.p1" " 3.44e-22" " 1.61e-21" " 1.61e-21"
"OG0019655" "Nor" "PICAB_chr02_M00000587459" "Scots" "Pinsyl_asmbl_46079.p1.p1" " 2.73e-25" " 2.10e-21" " 2.10e-21"
"OG0020234" "Nor" "PICAB_chr08_M00002072304" "Scots" "Pinsyl_asmbl_67042.p1.p1" " 2.11e-21" " 9.76e-22" " 2.11e-21"
"OG0020042" "Nor" "PICAB_chr06_M00001653845" "Scots" "Pinsyl_asmbl_84125.p1.p1" " 2.80e-21" " 1.95e-26" " 2.80e-21"
"OG0015181" "Nor" "PICAB_chr09_M00002517322" "Scots" "Pinsyl_asmbl_68218.p1.p1" " 3.51e-21" " 4.44e-25" " 3.51e-21"
"OG0019939" "Nor" "PICAB_chr05_M00001349647" "Scots" "Pinsyl_asmbl_72906.p1.p1" " 3.66e-21" " 3.84e-22" " 3.66e-21"
"OG0007425" "Nor" "PICAB_chr06_M00001595914" "Scots" "Pinsyl_asmbl_45648.p1.p1" " 5.20e-21" " 3.01e-22" " 5.20e-21"
"OG0024806" "Nor" "PICAB_chr02_M00000379388" "Scots" "Pinsyl_asmbl_44578.p1.p1" " 6.01e-21" " 7.99e-24" " 6.01e-21"
"OG0025608" "Nor" "PICAB_chr11_M00003059297" "Scots" "Pinsyl_asmbl_4472.p1.p1" " 1.02e-20" " 3.92e-23" " 1.02e-20"
"OG0005938" "Nor" "PICAB_chr05_M00001457891" "Scots" "Pinsyl_asmbl_67427.p1.p1" " 1.04e-20" " 6.15e-22" " 1.04e-20"
"OG0008172" "Nor" "PICAB_chr11_M00003038273" "Scots" "Pinsyl_asmbl_100489.p1.p1" " 1.13e-20" " 2.80e-21" " 1.13e-20"
"OG0017391" "Nor" "PICAB_chr08_M00002272947" "Scots" "Pinsyl_asmbl_10038.p1.p1" " 3.19e-21" " 1.73e-20" " 1.73e-20"
"OG0024746" "Nor" "PICAB_chr01_M00000226993" "Scots" "Pinsyl_asmbl_78264.p1.p1" " 2.67e-21" " 2.50e-20" " 2.50e-20"
"OG0008428" "Nor" "PICAB_chr01_M00000179598" "Scots" "Pinsyl_asmbl_47166.p1.p1" " 1.34e-25" " 2.86e-20" " 2.86e-20"
"OG0003749" "Nor" "PICAB_chr02_M00000606532" "Scots" "Pinsyl_asmbl_21081.p1.p1" " 1.88e-25" " 3.05e-20" " 3.05e-20"
"OG0019386" "Nor" "PICAB_cUL09_M00003473054" "Scots" "Pinsyl_asmbl_12530.p1.p1" " 4.31e-20" " 1.95e-20" " 4.31e-20"
"OG0009942" "Nor" "PICAB_chr04_M00001024910" "Scots" "Pinsyl_asmbl_138643.p1.p1" " 6.22e-24" " 4.55e-20" " 4.55e-20"
"OG0020568" "Nor" "PICAB_chr11_M00002944149" "Scots" "Pinsyl_asmbl_20790.p1.p1" " 5.51e-20" " 3.42e-20" " 5.51e-20"
"OG0008161" "Nor" "PICAB_chr02_M00000463973" "Scots" "Pinsyl_asmbl_1999.p1.p1" " 6.00e-20" " 1.69e-21" " 6.00e-20"
"OG0017209" "Nor" "PICAB_chr04_M00001150697" "Scots" "Pinsyl_asmbl_84341.p1.p1" " 6.91e-20" " 8.23e-24" " 6.91e-20"
"OG0009065" "Nor" "PICAB_chr09_M00002442173" "Scots" "Pinsyl_asmbl_63509.p1.p1" " 7.14e-20" " 1.81e-23" " 7.14e-20"
"OG0008425" "Nor" "PICAB_chr10_M00002738011" "Scots" "Pinsyl_asmbl_136183.p1.p1" " 7.45e-21" " 1.44e-19" " 1.44e-19"
"OG0013797" "Nor" "PICAB_chr01_M00000212356" "Scots" "Pinsyl_asmbl_96180.p1.p1" " 1.85e-19" " 2.92e-23" " 1.85e-19"
"OG0020028" "Nor" "PICAB_chr06_M00001609814" "Scots" "Pinsyl_asmbl_127822.p1.p1" " 2.00e-19" " 2.48e-21" " 2.00e-19"
"OG0017544" "Nor" "PICAB_chr12_M00003331350" "Scots" "Pinsyl_asmbl_90602.p1.p1" " 2.40e-19" " 3.45e-25" " 2.40e-19"
"OG0007898" "Nor" "PICAB_chr09_M00002554678" "Scots" "Pinsyl_asmbl_78347.p1.p1" " 4.29e-23" " 2.61e-19" " 2.61e-19"
"OG0017099" "Nor" "PICAB_chr02_M00000577247" "Scots" "Pinsyl_asmbl_137332.p1.p1" " 2.80e-19" " 3.60e-23" " 2.80e-19"
"OG0003429" "Nor" "PICAB_chr04_M00001021627" "Scots" "Pinsyl_asmbl_75927.p1.p1" " 2.93e-19" " 4.76e-20" " 2.93e-19"
"OG0005882" "Nor" "PICAB_chr07_M00001971389" "Scots" "Pinsyl_asmbl_1440.p1.p1" " 2.38e-20" " 2.94e-19" " 2.94e-19"
"OG0013830" "Nor" "PICAB_chr01_M00000277150" "Scots" "Pinsyl_asmbl_24804.p1.p1" " 3.50e-25" " 2.99e-19" " 2.99e-19"
"OG0016750" "Nor" "PICAB_chr01_M00000069153" "Scots" "Pinsyl_asmbl_664.p1.p1" " 2.05e-19" " 3.41e-19" " 3.41e-19"
"OG0020220" "Nor" "PICAB_chr07_M00002047217" "Scots" "Pinsyl_asmbl_5996.p1.p1" " 1.58e-21" " 4.16e-19" " 4.16e-19"
"OG0020583" "Nor" "PICAB_chr11_M00002999458" "Scots" "Pinsyl_asmbl_119575.p1.p1" " 1.47e-25" " 4.38e-19" " 4.38e-19"
"OG0006188" "Nor" "PICAB_chr10_M00002669976" "Scots" "Pinsyl_asmbl_62319.p2.p1" " 5.50e-19" " 7.23e-20" " 5.50e-19"
"OG0015387" "Nor" "PICAB_chr03_M00000895063" "Scots" "Pinsyl_asmbl_97226.p1.p1" " 7.05e-19" " 2.39e-20" " 7.05e-19"
"OG0020472" "Nor" "PICAB_chr10_M00002691279" "Scots" "Pinsyl_asmbl_79579.p1.p1" " 2.81e-20" " 7.26e-19" " 7.26e-19"
"OG0002839" "Nor" "PICAB_chr03_M00000771209" "Scots" "Pinsyl_asmbl_50466.p1.p1" " 8.84e-20" " 9.71e-19" " 9.71e-19"
"OG0003844" "Nor" "PICAB_chr01_M00000073127" "Scots" "Pinsyl_asmbl_886.p1.p1" " 1.07e-18" " 7.01e-19" " 1.07e-18"
"OG0011751" "Nor" "PICAB_chr07_M00001991847" "Scots" "Pinsyl_asmbl_104257.p1.p1" " 8.32e-24" " 1.38e-18" " 1.38e-18"
"OG0006897" "Nor" "PICAB_chr02_M00000416223" "Scots" "Pinsyl_asmbl_18693.p1.p1" " 1.52e-18" " 8.31e-21" " 1.52e-18"
"OG0011648" "Nor" "PICAB_cUL05_M00003518092" "Scots" "Pinsyl_asmbl_76741.p1.p1" " 5.88e-20" " 1.55e-18" " 1.55e-18"
"OG0020063" "Nor" "PICAB_chr06_M00001692926" "Scots" "Pinsyl_asmbl_42027.p1.p1" " 2.78e-18" " 1.38e-22" " 2.78e-18"
"OG0007205" "Nor" "PICAB_chr09_M00002545246" "Scots" "Pinsyl_asmbl_78496.p1.p1" " 2.28e-32" " 3.66e-18" " 3.66e-18"
"OG0007242" "Nor" "PICAB_chr04_M00000943515" "Scots" "Pinsyl_asmbl_105742.p1.p1" " 5.80e-18" " 5.06e-20" " 5.80e-18"
"OG0020363" "Nor" "PICAB_chr09_M00002423180" "Scots" "Pinsyl_asmbl_8721.p1.p1" " 6.95e-21" " 6.47e-18" " 6.47e-18"
"OG0001692" "Nor" "PICAB_chr03_M00000692241" "Scots" "Pinsyl_asmbl_94524.p1.p1" " 9.39e-23" " 7.89e-18" " 7.89e-18"
"OG0019908" "Nor" "PICAB_chr05_M00001274420" "Scots" "Pinsyl_asmbl_52637.p1.p1" " 2.01e-20" " 8.36e-18" " 8.36e-18"
"OG0009169" "Nor" "PICAB_chr11_M00003153212" "Scots" "Pinsyl_asmbl_91420.p1.p1" " 7.73e-18" " 1.05e-17" " 1.05e-17"
"OG0020035" "Nor" "PICAB_chr06_M00001624389" "Scots" "Pinsyl_asmbl_17865.p1.p1" " 3.14e-23" " 1.69e-17" " 1.69e-17"
"OG0008505" "Nor" "PICAB_chr11_M00002951718" "Scots" "Pinsyl_asmbl_112345.p1.p1" " 1.88e-17" " 3.01e-21" " 1.88e-17"
"OG0006918" "Nor" "PICAB_chr09_M00002540337" "Scots" "Pinsyl_asmbl_59410.p1.p1" " 3.49e-17" " 5.49e-19" " 3.49e-17"
"OG0010851" "Nor" "PICAB_chr07_M00001966488" "Scots" "Pinsyl_asmbl_46870.p1.p1" " 3.01e-23" " 3.76e-17" " 3.76e-17"
"OG0013828" "Nor" "PICAB_chr06_M00001726506" "Scots" "Pinsyl_asmbl_111452.p1.p1" " 4.70e-17" " 2.09e-28" " 4.70e-17"
"OG0013779" "Nor" "PICAB_chr09_M00002519140" "Scots" "Pinsyl_asmbl_68273.p1.p1" " 5.53e-17" " 5.50e-20" " 5.53e-17"
"OG0008452" "Nor" "PICAB_chr01_M00000214450" "Scots" "Pinsyl_asmbl_16014.p1.p1" " 6.48e-21" " 5.72e-17" " 5.72e-17"
"OG0000567" "Nor" "PICAB_chr01_M00000084586" "Scots" "Pinsyl_asmbl_30098.p1.p1" " 4.41e-23" " 6.24e-17" " 6.24e-17"
"OG0011697" "Nor" "PICAB_chr08_M00002137536" "Scots" "Pinsyl_asmbl_86607.p1.p1" " 1.54e-19" " 7.71e-17" " 7.71e-17"
"OG0003851" "Nor" "PICAB_chr08_M00002265898" "Scots" "Pinsyl_asmbl_89045.p1.p1" " 9.14e-17" " 2.33e-20" " 9.14e-17"
"OG0020012" "Nor" "PICAB_chr06_M00001555051" "Scots" "Pinsyl_asmbl_93382.p1.p1" " 1.03e-16" " 2.20e-22" " 1.03e-16"
"OG0012939" "Nor" "PICAB_chr12_M00003314909" "Scots" "Pinsyl_asmbl_97105.p1.p1" " 3.20e-24" " 1.14e-16" " 1.14e-16"
"OG0010836" "Nor" "PICAB_chr12_M00003285120" "Scots" "Pinsyl_asmbl_65481.p1.p1" " 1.19e-16" " 1.03e-19" " 1.19e-16"
"OG0004990" "Nor" "PICAB_chr10_M00002685863" "Scots" "Pinsyl_asmbl_26372.p1.p1" " 4.15e-17" " 1.38e-16" " 1.38e-16"
"OG0004373" "Nor" "PICAB_chr02_M00000450997" "Scots" "Pinsyl_asmbl_119301.p1.p1" " 1.27e-23" " 1.44e-16" " 1.44e-16"
"OG0009219" "Nor" "PICAB_chr01_M00000305924" "Scots" "Pinsyl_asmbl_58945.p1.p1" " 2.45e-16" " 6.20e-18" " 2.45e-16"
"OG0014057" "Nor" "PICAB_chr07_M00001806913" "Scots" "Pinsyl_asmbl_48621.p1.p1" " 4.74e-17" " 2.58e-16" " 2.58e-16"
"OG0009987" "Nor" "PICAB_chr02_M00000453353" "Scots" "Pinsyl_asmbl_80567.p1.p1" " 2.78e-20" " 3.82e-16" " 3.82e-16"
"OG0017516" "Nor" "PICAB_chr11_M00003131549" "Scots" "Pinsyl_asmbl_35223.p1.p1" " 3.99e-16" " 1.73e-22" " 3.99e-16"
"OG0024739" "Nor" "PICAB_chr01_M00000205418" "Scots" "Pinsyl_asmbl_44883.p2.p1" " 4.00e-16" " 6.13e-18" " 4.00e-16"
"OG0007202" "Nor" "PICAB_chr04_M00001072675" "Scots" "Pinsyl_asmbl_90128.p1.p1" " 5.20e-16" " 2.05e-17" " 5.20e-16"
"OG0005752" "Nor" "PICAB_chr07_M00001988309" "Scots" "Pinsyl_asmbl_9584.p1.p1" " 1.81e-17" " 6.15e-16" " 6.15e-16"
"OG0010381" "Nor" "PICAB_chr08_M00002209272" "Scots" "Pinsyl_asmbl_9697.p1.p1" " 3.52e-16" " 8.19e-16" " 8.19e-16"
"OG0006166" "Nor" "PICAB_chr05_M00001398380" "Scots" "Pinsyl_asmbl_131070.p1.p1" " 4.70e-24" " 1.01e-15" " 1.01e-15"
"OG0008481" "Nor" "PICAB_chr02_M00000354684" "Scots" "Pinsyl_asmbl_115441.p1.p1" " 1.25e-15" " 6.21e-16" " 1.25e-15"
"OG0008454" "Nor" "PICAB_chr12_M00003319220" "Scots" "Pinsyl_asmbl_22608.p2.p1" " 7.98e-17" " 1.56e-15" " 1.56e-15"
"OG0016954" "Nor" "PICAB_cUL08_M00003503805" "Scots" "Pinsyl_asmbl_101174.p1.p1" " 2.22e-15" " 2.32e-20" " 2.22e-15"
"OG0012725" "Nor" "PICAB_chr07_M00002040681" "Scots" "Pinsyl_asmbl_67713.p1.p1" " 3.52e-19" " 2.34e-15" " 2.34e-15"
"OG0002503" "Nor" "PICAB_chr03_M00000883557" "Scots" "Pinsyl_asmbl_16088.p1.p1" " 2.41e-15" " 1.57e-18" " 2.41e-15"
"OG0005826" "Nor" "PICAB_chr01_M00000128381" "Scots" "Pinsyl_asmbl_127727.p1.p1" " 9.98e-17" " 2.89e-15" " 2.89e-15"
"OG0014077" "Nor" "PICAB_chr08_M00002193179" "Scots" "Pinsyl_asmbl_33011.p1.p1" " 2.54e-15" " 4.37e-15" " 4.37e-15"
"OG0003840" "Nor" "PICAB_chr01_M00000057931" "Scots" "Pinsyl_asmbl_65227.p1.p1" " 4.53e-15" " 1.15e-18" " 4.53e-15"
"OG0004862" "Nor" "PICAB_chr11_M00002947225" "Scots" "Pinsyl_asmbl_20592.p1.p1" " 2.15e-21" " 5.30e-15" " 5.30e-15"
"OG0012096" "Nor" "PICAB_chr11_M00002957050" "Scots" "Pinsyl_asmbl_76549.p1.p1" " 1.44e-16" " 5.95e-15" " 5.95e-15"
"OG0019743" "Nor" "PICAB_chr03_M00000819310" "Scots" "Pinsyl_asmbl_558.p1.p1" " 6.58e-15" " 1.58e-15" " 6.58e-15"
"OG0011798" "Nor" "PICAB_chr03_M00000831053" "Scots" "Pinsyl_asmbl_53772.p1.p1" " 7.14e-15" " 5.00e-15" " 7.14e-15"
"OG0005171" "Nor" "PICAB_chr12_M00003416988" "Scots" "Pinsyl_asmbl_6221.p1.p1" " 9.66e-15" " 4.97e-15" " 9.66e-15"
"OG0017293" "Nor" "PICAB_chr06_M00001660449" "Scots" "Pinsyl_asmbl_110351.p1.p1" " 1.25e-14" " 9.30e-20" " 1.25e-14"
"OG0009118" "Nor" "PICAB_chr12_M00003392993" "Scots" "Pinsyl_asmbl_33145.p1.p1" " 1.01e-14" " 2.05e-14" " 2.05e-14"
"OG0020180" "Nor" "PICAB_chr07_M00001942644" "Scots" "Pinsyl_asmbl_51114.p1.p1" " 3.37e-14" " 8.28e-17" " 3.37e-14"
"OG0020000" "Nor" "PICAB_chr06_M00001538013" "Scots" "Pinsyl_asmbl_95516.p1.p1" " 4.38e-14" " 4.37e-15" " 4.38e-14"
"OG0015524" "Nor" "PICAB_chr10_M00002743555" "Scots" "Pinsyl_asmbl_105430.p1.p1" " 4.71e-14" " 4.34e-14" " 4.71e-14"
"OG0007210" "Nor" "PICAB_chr06_M00001583482" "Scots" "Pinsyl_asmbl_35800.p1.p1" " 4.98e-14" " 2.05e-15" " 4.98e-14"
"OG0020618" "Nor" "PICAB_chr11_M00003106065" "Scots" "Pinsyl_asmbl_81436.p1.p1" " 9.25e-14" " 8.39e-18" " 9.25e-14"
"OG0008743" "Nor" "PICAB_chr04_M00001104595" "Scots" "Pinsyl_asmbl_59273.p1.p1" " 1.07e-15" " 1.92e-13" " 1.92e-13"
"OG0008093" "Nor" "PICAB_chr12_M00003238780" "Scots" "Pinsyl_asmbl_96923.p1.p1" " 1.09e-16" " 2.11e-13" " 2.11e-13"
"OG0020358" "Nor" "PICAB_chr09_M00002415871" "Scots" "Pinsyl_asmbl_115047.p1.p1" " 2.33e-13" " 7.84e-17" " 2.33e-13"
"OG0019741" "Nor" "PICAB_chr03_M00000810420" "Scots" "Pinsyl_asmbl_104704.p1.p1" " 1.51e-18" " 2.68e-13" " 2.68e-13"
"OG0005747" "Nor" "PICAB_chr06_M00001656936" "Scots" "Pinsyl_asmbl_103162.p1.p1" " 1.01e-14" " 3.70e-13" " 3.70e-13"
"OG0020552" "Nor" "PICAB_chr10_M00002910829" "Scots" "Pinsyl_asmbl_47037.p1.p1" " 2.76e-14" " 3.71e-13" " 3.71e-13"
"OG0020365" "Nor" "PICAB_chr09_M00002425676" "Scots" "Pinsyl_asmbl_115219.p1.p1" " 8.74e-15" " 4.66e-13" " 4.66e-13"
"OG0010813" "Nor" "PICAB_chr02_M00000438138" "Scots" "Pinsyl_asmbl_1893.p1.p1" " 1.48e-14" " 4.69e-13" " 4.69e-13"
"OG0002089" "Nor" "PICAB_chr05_M00001474486" "Scots" "Pinsyl_asmbl_40832.p1.p1" " 2.64e-19" " 4.75e-13" " 4.75e-13"
"OG0016868" "Nor" "PICAB_chr08_M00002297968" "Scots" "Pinsyl_asmbl_30545.p1.p1" " 5.11e-13" " 5.89e-13" " 5.89e-13"
"OG0020022" "Nor" "PICAB_chr06_M00001584633" "Scots" "Pinsyl_asmbl_35850.p1.p1" " 8.77e-14" " 5.94e-13" " 5.94e-13"
"OG0020708" "Nor" "PICAB_chr12_M00003376326" "Scots" "Pinsyl_asmbl_131321.p1.p1" " 3.06e-16" " 6.00e-13" " 6.00e-13"
"OG0007093" "Nor" "PICAB_chr12_M00003413759" "Scots" "Pinsyl_asmbl_99403.p1.p1" " 1.48e-16" " 8.24e-13" " 8.24e-13"
"OG0019773" "Nor" "PICAB_chr03_M00000865427" "Scots" "Pinsyl_asmbl_77038.p1.p1" " 8.42e-13" " 1.56e-15" " 8.42e-13"
"OG0019579" "Nor" "PICAB_chr02_M00000364320" "Scots" "Pinsyl_asmbl_20161.p1.p1" " 8.24e-14" " 9.49e-13" " 9.49e-13"
"OG0008857" "Nor" "PICAB_chr02_M00000570072" "Scots" "Pinsyl_asmbl_46190.p1.p1" " 1.08e-12" " 9.40e-15" " 1.08e-12"
"OG0012674" "Nor" "PICAB_chr09_M00002499187" "Scots" "Pinsyl_asmbl_136774.p2.p1" " 3.05e-16" " 1.45e-12" " 1.45e-12"
"OG0011159" "Nor" "PICAB_chr05_M00001262460" "Scots" "Pinsyl_asmbl_66831.p1.p1" " 1.57e-12" " 4.95e-17" " 1.57e-12"
"OG0003827" "Nor" "PICAB_chr09_M00002456873" "Scots" "Pinsyl_asmbl_61251.p1.p1" " 3.55e-15" " 1.73e-12" " 1.73e-12"
"OG0015155" "Nor" "PICAB_chr10_M00002687353" "Scots" "Pinsyl_asmbl_26448.p1.p1" " 8.03e-15" " 1.90e-12" " 1.90e-12"
"OG0000843" "Nor" "PICAB_chr04_M00001207722" "Scots" "Pinsyl_asmbl_53614.p1.p1" " 1.97e-12" " 2.30e-16" " 1.97e-12"
"OG0007163" "Nor" "PICAB_chr05_M00001368557" "Scots" "Pinsyl_asmbl_137542.p1.p1" " 6.91e-13" " 2.27e-12" " 2.27e-12"
"OG0020224" "Nor" "PICAB_chr08_M00002057769" "Scots" "Pinsyl_asmbl_6263.p1.p1" " 2.36e-12" " 3.82e-16" " 2.36e-12"
"OG0007122" "Nor" "PICAB_chr11_M00002952165" "Scots" "Pinsyl_asmbl_112324.p1.p1" " 2.56e-12" " 1.29e-12" " 2.56e-12"
"OG0008937" "Nor" "PICAB_chr08_M00002283561" "Scots" "Pinsyl_asmbl_64586.p1.p1" " 5.22e-14" " 2.77e-12" " 2.77e-12"
"OG0020595" "Nor" "PICAB_chr11_M00003054820" "Scots" "Pinsyl_asmbl_4594.p1.p1" " 1.96e-13" " 2.84e-12" " 2.84e-12"
"OG0020399" "Nor" "PICAB_chr09_M00002489236" "Scots" "Pinsyl_asmbl_33923.p1.p1" " 5.73e-13" " 3.26e-12" " 3.26e-12"
"OG0019440" "Nor" "PICAB_chr01_M00000086079" "Scots" "Pinsyl_asmbl_30016.p1.p1" " 4.00e-15" " 3.27e-12" " 3.27e-12"
"OG0017179" "Nor" "PICAB_chr04_M00000996970" "Scots" "Pinsyl_asmbl_52295.p1.p1" " 8.37e-13" " 3.30e-12" " 3.30e-12"
"OG0017233" "Nor" "PICAB_chr05_M00001271086" "Scots" "Pinsyl_asmbl_119913.p1.p1" " 2.37e-14" " 4.74e-12" " 4.74e-12"
"OG0012760" "Nor" "PICAB_chr09_M00002531857" "Scots" "Pinsyl_asmbl_42903.p1.p1" " 3.00e-12" " 4.91e-12" " 4.91e-12"
"OG0010417" "Nor" "PICAB_chr12_M00003387759" "Scots" "Pinsyl_asmbl_33271.p1.p1" " 9.28e-14" " 5.25e-12" " 5.25e-12"
"OG0017199" "Nor" "PICAB_chr04_M00001095265" "Scots" "Pinsyl_asmbl_56350.p1.p1" " 6.47e-12" " 1.23e-15" " 6.47e-12"
"OG0011775" "Nor" "PICAB_cUL11_M00003450410" "Scots" "Pinsyl_asmbl_3152.p1.p1" " 6.86e-12" " 3.10e-13" " 6.86e-12"
"OG0009971" "Nor" "PICAB_chr12_M00003158782" "Scots" "Pinsyl_asmbl_41592.p1.p1" " 1.01e-12" " 7.78e-12" " 7.78e-12"
"OG0009165" "Nor" "PICAB_chr09_M00002388447" "Scots" "Pinsyl_asmbl_15439.p1.p1" " 8.22e-12" " 7.46e-15" " 8.22e-12"
"OG0017217" "Nor" "PICAB_chr04_M00001178121" "Scots" "Pinsyl_asmbl_40387.p1.p1" " 3.42e-19" " 8.75e-12" " 8.75e-12"
"OG0020173" "Nor" "PICAB_chr07_M00001917911" "Scots" "Pinsyl_asmbl_107623.p1.p1" " 2.04e-15" " 1.17e-11" " 1.17e-11"
"OG0014005" "Nor" "PICAB_chr03_M00000901444" "Scots" "Pinsyl_asmbl_87417.p1.p1" " 3.79e-12" " 1.42e-11" " 1.42e-11"
"OG0019645" "Nor" "PICAB_chr02_M00000571736" "Scots" "Pinsyl_asmbl_99529.p1.p1" " 1.57e-12" " 1.60e-11" " 1.60e-11"
"OG0015548" "Nor" "PICAB_chr11_M00003047595" "Scots" "Pinsyl_asmbl_121202.p1.p1" " 9.91e-12" " 1.99e-11" " 1.99e-11"
"OG0019945" "Nor" "PICAB_chr05_M00001370618" "Scots" "Pinsyl_asmbl_137485.p1.p1" " 2.28e-11" " 3.32e-12" " 2.28e-11"
"OG0016852" "Nor" "PICAB_chr12_M00003255235" "Scots" "Pinsyl_asmbl_134527.p1.p1" " 2.36e-11" " 2.16e-11" " 2.36e-11"
"OG0013996" "Nor" "PICAB_chr03_M00000738046" "Scots" "Pinsyl_asmbl_137179.p1.p1" " 7.58e-18" " 4.16e-11" " 4.16e-11"
"OG0002372" "Nor" "PICAB_chr10_M00002841715" "Scots" "Pinsyl_asmbl_64511.p1.p1" " 6.67e-13" " 7.49e-11" " 7.49e-11"
"OG0015218" "Nor" "PICAB_sUL07_M00001218958" "Scots" "Pinsyl_asmbl_22537.p1.p1" " 8.14e-11" " 5.78e-11" " 8.14e-11"
"OG0001345" "Nor" "PICAB_chr02_M00000585565" "Scots" "Pinsyl_asmbl_81134.p1.p1" " 3.73e-12" " 8.64e-11" " 8.64e-11"
"OG0016985" "Nor" "PICAB_chr01_M00000066195" "Scots" "Pinsyl_asmbl_109385.p1.p1" " 8.88e-11" " 1.48e-11" " 8.88e-11"
"OG0016902" "Nor" "PICAB_chr05_M00001449767" "Scots" "Pinsyl_asmbl_48249.p1.p1" " 9.31e-11" " 5.89e-13" " 9.31e-11"
"OG0008352" "Nor" "PICAB_chr03_M00000899191" "Scots" "Pinsyl_asmbl_6980.p1.p1" " 6.32e-11" " 1.05e-10" " 1.05e-10"
"OG0003285" "Nor" "PICAB_chr06_M00001696896" "Scots" "Pinsyl_asmbl_42088.p1.p1" " 1.32e-10" " 2.88e-11" " 1.32e-10"
"OG0011693" "Nor" "PICAB_chr02_M00000553841" "Scots" "Pinsyl_asmbl_113200.p1.p1" " 1.50e-10" " 2.74e-12" " 1.50e-10"
"OG0025686" "Nor" "PICAB_chr12_M00003343342" "Scots" "Pinsyl_asmbl_74724.p1.p1" " 1.36e-10" " 1.53e-10" " 1.53e-10"
"OG0009841" "Nor" "PICAB_chr04_M00001129952" "Scots" "Pinsyl_asmbl_94258.p1.p1" " 1.54e-10" " 1.07e-10" " 1.54e-10"
"OG0003718" "Nor" "PICAB_chr12_M00003380151" "Scots" "Pinsyl_asmbl_44966.p1.p1" " 1.81e-10" " 2.36e-12" " 1.81e-10"
"OG0019510" "Nor" "PICAB_chr01_M00000217004" "Scots" "Pinsyl_asmbl_93588.p1.p1" " 1.83e-10" " 1.32e-12" " 1.83e-10"
"OG0010019" "Nor" "PICAB_chr02_M00000384711" "Scots" "Pinsyl_asmbl_70528.p1.p1" " 1.92e-10" " 3.58e-11" " 1.92e-10"
"OG0011739" "Nor" "PICAB_chr11_M00003063634" "Scots" "Pinsyl_asmbl_55883.p1.p1" " 7.84e-13" " 2.51e-10" " 2.51e-10"
"OG0020349" "Nor" "PICAB_chr09_M00002379592" "Scots" "Pinsyl_asmbl_102263.p1.p1" " 5.34e-11" " 2.81e-10" " 2.81e-10"
"OG0020564" "Nor" "PICAB_chr10_M00002930546" "Scots" "Pinsyl_asmbl_5358.p1.p1" " 1.59e-12" " 3.41e-10" " 3.41e-10"
"OG0006037" "Nor" "PICAB_chr07_M00001823593" "Scots" "Pinsyl_asmbl_125027.p1.p1" " 3.71e-10" " 1.98e-10" " 3.71e-10"
"OG0017450" "Nor" "PICAB_chr09_M00002621635" "Scots" "Pinsyl_asmbl_10461.p1.p1" " 2.91e-14" " 4.51e-10" " 4.51e-10"
"OG0020040" "Nor" "PICAB_chr06_M00001637996" "Scots" "Pinsyl_asmbl_12912.p1.p1" " 6.13e-13" " 4.95e-10" " 4.95e-10"
"OG0020576" "Nor" "PICAB_chr11_M00002963044" "Scots" "Pinsyl_asmbl_109223.p1.p1" " 3.69e-11" " 4.96e-10" " 4.96e-10"
"OG0002270" "Nor" "PICAB_chr03_M00000849042" "Scots" "Pinsyl_asmbl_129413.p1.p1" " 1.14e-11" " 4.99e-10" " 4.99e-10"
"OG0019578" "Nor" "PICAB_chr02_M00000363290" "Scots" "Pinsyl_asmbl_137757.p1.p1" " 1.33e-10" " 6.19e-10" " 6.19e-10"
"OG0016855" "Nor" "PICAB_chr05_M00001451161" "Scots" "Pinsyl_asmbl_139188.p1.p1" " 6.41e-10" " 3.32e-13" " 6.41e-10"
"OG0005504" "Nor" "PICAB_chr06_M00001509277" "Scots" "Pinsyl_asmbl_126308.p1.p1" " 2.22e-11" " 6.73e-10" " 6.73e-10"
"OG0013793" "Nor" "PICAB_chr11_M00003041673" "Scots" "Pinsyl_asmbl_35951.p1.p1" " 7.59e-10" " 4.18e-10" " 7.59e-10"
"OG0019806" "Nor" "PICAB_chr04_M00000980960" "Scots" "Pinsyl_asmbl_58351.p1.p1" " 1.63e-09" " 3.13e-10" " 1.63e-09"
"OG0011815" "Nor" "PICAB_chr02_M00000435518" "Scots" "Pinsyl_asmbl_1925.p1.p1" " 1.22e-12" " 1.86e-09" " 1.86e-09"
"OG0006012" "Nor" "PICAB_chr04_M00001141107" "Scots" "Pinsyl_asmbl_2676.p1.p1" " 2.08e-10" " 2.94e-09" " 2.94e-09"
"OG0017070" "Nor" "PICAB_chr02_M00000409984" "Scots" "Pinsyl_asmbl_112035.p1.p1" " 2.95e-09" " 2.77e-09" " 2.95e-09"
